Habitat,Latitude,Longitude,Water_cont,Silt/clay content,NDVI,Inundation proportion,AL,TA,XF,PA,PI,HF,MB
Bare mudflat,24.32304722,120.5478194,0.303463447,0.0856,0.040515057,0.00865559,0,0,0,0,0,0,0
Bare mudflat,24.314514,120.545225,0.281741986,0.0129613,-0.04318937,0.364878496,0,0,0,0,0,0,0
Bare mudflat,24.31188889,120.5324167,0.303463447,0.0536,0.03819911,0.281414498,0,0,0,0,0,0,0
Bare mudflat,23.870417,120.280467,0.567291759,0.3936,0.038011654,0.249526249,0,0,0,0,0,0,1
Bare mudflat,23.38493,120.15096,0.045841971,0.003238869,0.010309278,8.64E-05,0,0,0,0,0,0,0
Bare mudflat,23.864933,120.26395,0.560075203,0.3136,0.037312227,0.004538246,0,0,0,0,0,0,1
Bare mudflat,23.991417,120.330619,0.237326014,0.015640062,-0.0463353,0.630371216,1,0,0,0,0,0,1
Sporobolus spp,24.32272222,120.5436056,0.303463447,0.2796,0.037094768,0.125898152,1,0,0,0,0,1,0
Bare mudflat,23.928655,120.302273,0.475307884,0.42038735,-0.011532125,0.627596682,1,0,0,0,0,0,1
Bare mudflat,24.316281,120.544641,0.297995256,0.0235187,-0.03102962,0.536863824,0,0,0,0,0,0,0
Bare mudflat,24.315004,120.543137,0.294750663,0.008819,-0.05370844,0.363308116,0,0,0,0,0,0,0
Bolboschoenus planieulmis,24.318881,120.5478,0.262467851,0.228852038,0.037656903,0.175088521,1,0,0,0,0,0,1
Bare mudflat,24.31654,120.54553,0.319377573,0.0219308,-0.018414732,0.474770747,0,0,0,0,0,0,0
Bare mudflat,24.31361111,120.5426111,0.303463447,0.0796,0.033960032,0.745228643,0,0,0,0,0,0,0
Bare mudflat,23.993078,120.335752,0.279328708,0.006579735,0.001414427,0.423426613,0,0,0,0,0,0,0
Bare mudflat,24.040812,120.370635,0.324487959,0.009768604,-0.06009852,0.911616219,0,0,0,0,0,0,0
Bare mudflat,24.30731667,120.5408667,0.303463447,0.0536,0.032607182,0.3166005,0,0,0,0,0,0,0
Bolboschoenus planieulmis,24.318343,120.547398,0.33654765,0.14856966,0.002288329,0.175088521,1,0,0,0,0,0,0
Bare mudflat,23.928013,120.312588,0.441696854,0.341636488,-0.05126877,0.193340343,0,1,0,0,0,0,1
Bare mudflat,24.046348,120.378264,0.324219511,0.021907809,-0.04477612,0.452027413,0,0,0,0,0,0,0
Bare mudflat,24.32332222,120.5431944,0.303463447,0.0556,0.028264813,0.125623683,0,0,0,0,0,0,0
Bare mudflat,24.31033333,120.5428611,0.303463447,0.0536,0.028041808,0.603073077,0,0,0,0,0,0,0
Bare mudflat,23.927889,120.306021,0.223879783,0.23942583,-0.020847343,0.697055731,0,0,0,0,0,0,1
Bare mudflat,23.406735,120.148862,0.255274546,0.007431448,-0.07587253,0.004792002,0,0,0,0,0,0,0
Bare mudflat,24.039722,120.373297,0.272625804,0.237230163,-0.0678659,0.255339806,1,0,0,0,0,0,0
Bare mudflat,23.89565,120.296383,0.750387844,0.9115075,0.026945174,0.442507421,0,0,0,0,0,0,1
Bare mudflat,24.313649,120.544042,0.267810582,0.043534742,-0.025362318,0.707427785,0,0,0,0,0,0,0
Bare mudflat,23.928444,120.304045,0.441953451,0.360639108,-0.012658228,0.621918448,1,0,0,0,0,0,1
Bare mudflat,23.93005,120.31262,0.361141536,0.299090798,-0.041208792,0.364213109,0,0,0,0,0,0,1
Bare mudflat,24.193617,120.5058,0.418782062,0.4584,0.025689455,0.412643487,0,1,0,0,0,0,0
Bare mudflat,23.92907,120.305827,0.32312307,0.283337555,0,0.467624723,1,1,0,0,0,0,1
Bare mudflat,23.404817,120.149797,0.245966647,0.005534587,-0.049963795,0.26826017,0,0,0,0,0,0,0
Bare mudflat,24.312993,120.546295,0.317312046,0.058599686,-0.19277108,0.235946813,0,0,0,0,0,0,1
Bare mudflat,24.363719,120.577344,0.310351634,0.007482304,0.018994413,0.031946355,0,0,0,0,0,0,0
Bare mudflat,23.92563,120.312935,0.578432982,0.400310303,0.009424084,0.119067648,0,0,0,0,0,0,1
Bare mudflat,24.316071,120.543692,0.308241858,0.0208658,-0.014276003,0.381556625,0,0,0,0,0,0,0
Bare mudflat,23.8906,120.294567,0.658477793,0.993255,0.021479341,0.405868,0,0,0,0,0,0,1
Bare mudflat,23.925636,120.305439,0.264671266,0.019994343,-0.025219942,0.590816684,0,0,0,0,0,0,0
Bare mudflat,24.314452,120.543079,0.287771424,0.005235729,-0.048877146,0.371435122,0,0,0,0,0,0,0
Bare mudflat,23.887967,120.293467,0.75163043,0.4736,0.016889744,0.474092148,0,0,0,0,0,0,1
Bare mudflat,23.893083,120.295683,0.633951792,0.96790625,0.016430804,0.28116384,0,0,0,0,0,0,1
Bare mudflat,23.992295,120.333313,0.267443938,0.004688583,-0.15618661,0.529754426,0,0,0,0,0,0,0
Bare mudflat,24.32260556,120.5421167,0.303463447,0.1596,0.015640147,0.020492084,0,0,0,0,0,0,0
Bare mudflat,24.015742,120.346004,0.345767616,0.010861754,-0.012173913,0.544283267,0,0,0,0,0,0,0
Bare mudflat,23.932011,120.307747,0.216111355,0.120429056,-0.037667073,0.520247692,0,0,0,0,0,0,1
Bare mudflat,24.69946,120.85634,0.303463447,0.02430243,0.012914707,0.001146601,0,0,0,0,0,0,0
Bare mudflat,24.3977,120.5905,0.343846491,0.0754,0.009427674,0.342176842,0,0,0,0,0,0,0
Bolboschoenus planieulmis,24.319553,120.547467,0.2865575,0.115971401,-0.026515152,0.261804683,1,0,0,0,0,0,1
Bolboschoenus planieulmis,24.317957,120.548234,0.289905737,0.220092619,0.041841004,0.175088521,1,0,0,0,0,0,0
Bare mudflat,22.478572,120.417415,0.145959295,0.006084302,-0.01988304,0.010679612,0,0,0,0,0,0,0
Bare mudflat,23.932848,120.305204,0.308615234,0.141706091,-0.019561352,0.519756981,1,0,0,0,0,0,1
Bare mudflat,23.932544,120.305207,0.328403086,0.202652791,-0.007982969,0.493854422,0,0,0,0,0,0,1
Bare mudflat,23.990479,120.342098,0.348860637,0.193798795,0.0048,0.345711022,1,0,0,0,0,0,0
Bare mudflat,24.011697,120.351716,0.295643885,0.008521458,-0.057613168,0.483483724,0,0,0,0,0,0,0
Bare mudflat,24.5266,120.9133,0.303463447,0.1964977,0,0.098298115,0,1,0,0,0,0,1
Bare mudflat,24.3465,120.56178,0.211028669,0.00266475,0,0.098298115,0,0,0,0,0,0,0
Bare mudflat,22.478683,120.416862,0.305674713,0.050625037,0.033067275,0.010679612,0,0,0,0,0,0,0
Bare mudflat,24.31096389,120.5407389,0.303463447,0.0736,-0.017649912,0.514605695,0,0,0,0,0,0,0
Bare mudflat,23.932723,120.305829,0.335493242,0.300408962,-0.028761063,0.49970791,1,0,0,0,0,0,1
Bolboschoenus planieulmis,24.164992,120.459577,0.344536528,0.194595399,-0.020434227,0.330508281,1,0,0,0,0,0,1
Bare mudflat,23.2904,120.1418,0.303463447,0.37,-0.12988192,0.00431433,1,1,0,0,1,0,0
Bare mudflat,24.313905,120.543085,0.29021652,0.016442345,-0.029354207,0.448464007,0,0,0,0,0,0,0
Bare mudflat,22.478492,120.416118,0.284869849,0.262431642,-0.015723271,0.010679612,1,1,0,0,1,0,0
Bare mudflat,22.47888,120.415716,0.227053368,0.015107758,0.025125628,0.010679612,0,0,0,0,0,0,0
Bare mudflat,22.479508,120.414697,0.641627282,0.234175779,0.1459566,0.010679612,0,1,0,0,1,0,0
Bare mudflat,24.32340833,120.5455583,0.303463447,0.0696,-0.112862044,0.00865559,0,0,0,0,0,0,1
Bare mudflat,24.33948,120.55506,0.464419807,0.1778,-0.187479901,0.098298115,0,0,0,0,0,0,0
Bare mudflat,23.272,120.0973,0.303463447,0.08,-0.3961039,0.923586583,0,0,0,0,0,0,0
Bare mudflat,24.185408,120.508076,0.379072874,0.383795964,-0.051194537,0.297727013,1,1,0,0,0,0,0
Bare mudflat,22.478424,120.417943,0.239409646,0.005184873,0.004444445,0.010679612,0,0,0,0,0,0,0
